Offense Code,Offense_Category,Suggested Bin,Offense,Citation,Statute,L/D
23990166,1600,bin_16_theft,THEFT OF ELECTION BALLOT OR CARRIER ENVELOPE,31.03(e)(4)(E),PC,FS
23990167,1600,bin_16_theft,THEFT OF ELECT BALLOT OR CARRIER ENVE ENH IAT,31.03(f),PC,F3
23990168,1600,bin_16_theft,THEFT FROM PERSON ENH IAT,31.03(f),PC,F3
23990169,1600,bin_16_theft,HARVEST STANDING TIMBER >= $200K,151.052(b)(4),NRC,F1
23990172,1600,,,,,
23990173,1600,,,,,
23990175,1600,,,,,
23990176,1600,,,,,
23990177,1600,,,,,
23990178,1600,bin_16_theft,THEFT OF SERV >=$100<$750,31.04(e)(2),PC,MB
23990179,1600,bin_16_theft,"THEFT OF SERV >=$750<$2,500",31.04(e)(3),PC,MA
23990180,1600,bin_16_theft,"THEFT OF SERV >=$2,500<$30K",31.04(e)(4),PC,FS
23990181,1600,bin_16_theft,THEFT OF SERV >=$30K<$150K,31.04(e)(5),PC,F3
23990182,1600,bin_16_theft,THEFT OF SERV >=$150K<$300K,31.04(e)(6),PC,F2
23990183,1600,bin_16_theft,THEFT OF SERV >=$300K,31.04(e)(7),PC,F1
23990184,1700,bin_17_abuse_of_position,ABUSE OF OFFICIAL CAPACITY,39.02(b),PC,MA
23990185,1700,bin_17_abuse_of_position,ABUSE OF OFFICIAL CAPACITY >=$100<$750,39.02(c)(2),PC,MB
23990186,1700,bin_17_abuse_of_position,"ABUSE OF OFFICIAL CAPACITY >=$750<$2,500",39.02(c)(3),PC,MA
23990187,1700,bin_17_abuse_of_position,"ABUSE OF OFFICIAL CAPACITY >=$2,500<$30K",39.02(c)(4),PC,FS
23990188,1700,bin_17_abuse_of_position,ABUSE OF OFFICIAL CAPACITY >=$30K<$150K,39.02(c)(5),PC,F3
23990189,1700,bin_17_abuse_of_position,ABUSE OF OFFICIAL CAPACITY >=$150K<$300K,39.02(c)(6),PC,F2
23990190,1700,bin_17_abuse_of_position,ABUSE OF OFFICIAL CAPACITY >=$300K,39.02(c)(7),PC,F1
23990191,1600,bin_16_theft,THEFT PROP >=$100<$750,31.03(e)(2)(A),PC,MB
23990192,1600,bin_16_theft,THEFT PROP <$100 W/PREV CONVIC,31.03(e)(2)(B),PC,MB
23990193,1600,bin_16_theft,"THEFT PROP >=$750<$2,500",31.03(e)(3),PC,MA
23990194,1600,bin_16_theft,"THEFT PROP >=$2,500<$30K",31.03(e)(4)(A),PC,FS
23990195,1600,bin_16_theft,THEFT <10 HEAD LIVESTOCK <$30K,31.03(e)(4)(A),PC,FS
23990196,1600,bin_16_theft,"THEFT PROP <$2,500  2/MORE PREV CONV",31.03(e)(4)(D),PC,FS
23990197,1600,bin_16_theft,THEFT OF MATERIAL ALUM/BRNZ/COPPER/BRASS <$20K,31.03(e)(4)(F),PC,FS
23990198,1600,bin_16_theft,THEFT PROP >=$30K<$150K,31.03(e)(5),PC,F3
23990199,1600,bin_16_theft,THEFT CATTLE/HORSE/EXOTIC LIVESTOCK <$150K,31.03(e)(5)(A),PC,F3
23990200,1600,bin_16_theft,THEFT >=10 SHEEP/SWINE/GOAT <$150K,31.03(e)(5)(B),PC,F3
23990201,1600,bin_16_theft,THEFT PROP >=$150K<$300K,31.03(e)(6)(A),PC,F2
23990202,1600,bin_16_theft,THEFT PROP <$300K ATM,31.03(e)(6)(B),PC,F2
23990203,1600,bin_16_theft,THEFT PROP >=$300K,31.03(e)(7),PC,F1
23990204,1600,bin_16_theft,THEFT PROP >=$100<$750 ENH IAT,31.03(f),PC,MA
23990205,1600,bin_16_theft,THEFT PROP <$100 ENH IAT,31.03(f),PC,MB
23990206,1600,bin_16_theft,THEFT PROP <$100 W/PREV CONVIC ENH IAT,31.03(f),PC,MA
23990207,1600,bin_16_theft,THEFT PROP >=$750<$2500 ENH IAT,31.03(f),PC,FS
23990208,1600,bin_16_theft,THEFT PROP >=$2500<$30K ENH IAT,31.03(f),PC,F3
23990209,1600,bin_16_theft,THEFT PROP <$2500 2+ CONV ENH IAT,31.03(f),PC,F3
23990210,1600,bin_16_theft,THEFT MATER ALUM/BRNZ/CPPR/BRSS <$20K ENH IAT,31.03(f),PC,F3
23990211,1600,bin_16_theft,THEFT PROP >=$30K<$150K ENH IAT,31.03(f),PC,F2
23990212,1600,bin_16_theft,THEFT CTTLE/HRSE/EXOTIC LVSTOCK <$150K ENH IAT,31.03(f),PC,F2
23990213,1600,bin_16_theft,THEFT >=10 SHEEP/SWINE/GOAT <$150K ENH IAT,31.03(f),PC,F2
23990214,1600,bin_16_theft,THEFT PROP >=$150K<$300K ENH IAT,31.03(f),PC,F1
23990215,1600,bin_16_theft,THEFT <10 HEAD LIVESTOCK <$30K ENH IAT,31.03(f),PC,F3
23990216,1600,bin_16_theft,THEFT PROP <$300K ATM ENH IAT,31.03(f),PC,F1
23990217,1600,bin_16_theft,THEFT OF PETROLEUM PRODUCT <$10K,31.19(d)(1),PC,FS
23990218,1600,bin_16_theft,THEFT OF PETROLEUM PRODUCT >=$10K<$100K,31.19(d)(2),PC,F3
23990219,1600,bin_16_theft,THEFT OF PETROLEUM PRODUCT >=$100K<$300K,31.19(d)(3),PC,F2
23990220,1600,bin_16_theft,THEFT OF PETROLEUM PRODUCT >=$300K,31.19(d)(4),PC,F1
23999999,1600,bin_16_theft,THEFT CLASS C,CLASS C,X,MC
24040000,1600,,,,,
24110000,1600,,,,,
24110001,1600,,,,,
24110002,1800,bin_18_unlawful_representation_use,EMERGENCY MEDICAL VEHICLE/REPRESENT EMS PERSON,773.064(c),HSC,MA
24110003,1800,bin_18_unlawful_representation_use,UNAUTH USE OF VEHICLE,31.07,PC,FS
24990001,1900,bin_19_fraud_forgery,ENTRY/INSPECTION FOR POSSIBLE STOLEN VEH INFO,2305.007,OC,MA
24990002,1900,bin_19_fraud_forgery,FRAUD TRANSFER OF MOTOR VEHICLE <$30K,32.34(f)(1),PC,FS
24990003,1900,bin_19_fraud_forgery,FRAUD TRANSFER OF MOTOR VEHICLE >=$30K<$150K,32.34(f)(2),PC,F3
24990004,1900,bin_19_fraud_forgery,FRAUD TRANSFER OF MOTOR VEHICLE >=$150K<$300K,32.34(f)(3),PC,F2
24990005,1900,bin_19_fraud_forgery,FRAUD TRANSFER OF MOTOR VEHICLE >=$300K,32.34(f)(4),PC,F1
24990006,1900,bin_19_fraud_forgery,FRAUD TRANSFER MOTOR VEH-FAIL TO DISC LOCATION,32.34(g),PC,MA
24999999,1900,bin_19_fraud_forgery,STOLEN VEHICLE CLASS C,CLASS C,X,MC
25010000,1900,,,,,
25020000,1900,,,,,
25020007,1900,bin_19_fraud_forgery,FORGE NAME PERMITS/TENDERS FOR OIL/GAS,85.386(1),NRC,F*
25020012,1900,bin_19_fraud_forgery,MAN W/INT SELL OF COUNTERFEIT INSTRUMENT,521.456,TRC,F3
25020013,1900,bin_19_fraud_forgery,MAN SALE/POSS/USE CNTRFT/ALT DISABLE PLACARD,681.0111,TRC,MA
25020014,1900,bin_19_fraud_forgery,KNOWINGLY ALTERED LICENSE PLATE IAT,504.945(b),TRC,MB
25020015,1900,bin_19_fraud_forgery,FORGERY FINANCIAL INSTRUMENT >=$100<$750 IAT,32.21(e-1)(2),PC,MB
25020016,1900,bin_19_fraud_forgery,FORGERY FINANCIAL INSTRUMENT >=$750<$2500 IAT,32.21(e-1)(3),PC,MA
25020017,1900,bin_19_fraud_forgery,FORGERY FINANCIAL INSTRUMENT >=$2500<$30K IAT,32.21(e-1)(4),PC,FS
25020018,1900,bin_19_fraud_forgery,FORGERY FINANCIAL INSTRUMENT >=$30K<$150K IAT,32.21(e-1)(5),PC,F3
25020019,1900,bin_19_fraud_forgery,FORGERY FINANCIAL INSTRUMENT >=$150K<$300K IAT,32.21(e-1)(6),PC,F2
25020020,1900,bin_19_fraud_forgery,FORGERY FINANCIAL INSTRUMENT >=$300K IAT,32.21(e-1)(7),PC,F1
25020021,1900,bin_19_fraud_forgery,FORGERY FINANCIAL INSTRUMENT ENH IAT,32.21(e-2),PC,F3
25020022,1900,bin_19_fraud_forgery,FORGERY GOVT/NTNL INST/MONEY/SEC ENH IAT,32.21(e-2),PC,F2
25020023,1900,bin_19_fraud_forgery,FORGERY FINANCIAL INSTR >=$100<$750 ENH IAT,32.21(e-2),PC,MA
25020024,1900,bin_19_fraud_forgery,FORGERY FINANCIAL INSTR >=$750<$2500 ENH IAT,32.21(e-2),PC,FS
25020025,1900,bin_19_fraud_forgery,FORGERY FINANCIAL INSTR >=$2500<$30K ENH IAT,32.21(e-2),PC,F3
25020026,1900,bin_19_fraud_forgery,FORGERY FINANCIAL INSTR >=$30K<$150K ENH IAT,32.21(e-2),PC,F2
25020027,1900,bin_19_fraud_forgery,FORGERY FINANCIAL INSTR >=$150K<$300K ENH IAT,32.21(e-2),PC,F1
25020028,1900,bin_19_fraud_forgery,FORGERY FINANCIAL INSTR <$100 ENH IAT,32.21(e-2),PC,MB
25030001,1900,bin_19_fraud_forgery,COUNTERFEIT CIGARETTE STAMP,154.52,TC,F*
25030004,2800,bin_28_lottery_violations_gambling,FORGE ALTER LOTTERY TICKET >$10K,466.306(a),GC,F2
25030005,2800,bin_28_lottery_violations_gambling,FORGE ALTER LOTTERY TICKET <=$10K,466.306(a),GC,F3
25030006,2800,bin_28_lottery_violations_gambling,INFLUENCING SELECTION OF LOTTERY WINNER <=$10K,466.307(a),GC,F3
25030007,2800,bin_28_lottery_violations_gambling,INFLUENCING SELECTION OF LOTTERY WINNER >$10K,466.307(a),GC,F2
25040000,1900,,,,,
25050003,1900,bin_19_fraud_forgery,PRESENT TO OFFICIAL FICTITIOUS INSP REPORT,548.603(f),TRC,MB
25050022,1900,,,,,
25060000,1900,,,,,
25060001,1900,bin_19_fraud_forgery,POSS FORGED OIL/GAS TENDER/PERM,85.388,NRC,M*
25070001,1900,bin_19_fraud_forgery,COUNTERFEIT TAX PAYMENT CERTIFICATE,159.202,TC,F3
25070002,1900,bin_19_fraud_forgery,VIOL MOTOR VEHICLE TITLE SERVICE PROVISION,520.061(b),TRC,MA
25090002,1900,bin_19_fraud_forgery,TRANSPORT ANIMALS W/ FORGED OR W/O PERMIT,146.008,AGC,M*
25090003,1900,bin_19_fraud_forgery,CITRUS FRUIT MATURITY STANDARDS VIOL,94.051,AGC,MB
25090004,1900,bin_19_fraud_forgery,CITRUS FRUIT COLORING MATTER VIOL,95.041,AGC,MB
25100001,1900,bin_19_fraud_forgery,TRANSPORT SPECIAL MOBIL EQUIPMENT ID INFO,622.073,TRC,M*
25890001,1900,bin_19_fraud_forgery,FORGERY FINANCIAL INSTRUMENT,32.21(d),PC,FS
25890002,1900,bin_19_fraud_forgery,FORGERY GOVT/NATIONAL INST/MONEY/SECURITY,32.21(e),PC,F3
25890003,1900,bin_19_fraud_forgery,FORGERY - TO DEFRAUD OR HARM OF ANOTHER,32.21(c),PC,MA
25890004,1900,bin_19_fraud_forgery,CRIMINAL SIMULATION,32.22,PC,MA
25890005,1900,bin_19_fraud_forgery,FALSE NAME INFO/FORGERY VEHICLE REGISTRATION,501.155(b),TRC,F3
25890007,1900,bin_19_fraud_forgery,REPRODUCTION DESTRUCTION TATTOO MARK LIVESTOCK,144.127,AGC,F*
25890008,1900,bin_19_fraud_forgery,LABELING SECONDHAND WATCHES,17.19,BCC,M*
25890009,1900,bin_19_fraud_forgery,ADVERTISE WATCH AS SECONDHAND,17.21,BCC,M*
25890011,1900,bin_19_fraud_forgery,FOOD STAMPS USE/ALTER/TRANSFER <$200,33.011(a),HRC,MA
25890012,1900,bin_19_fraud_forgery,FOOD STAMPS USE/ALTER/TRANSFER >=$200,33.011(a),HRC,F3
25890013,1900,bin_19_fraud_forgery,FOOD STAMPS UNAUTH POSS <$200,33.011(b),HRC,MA
25890014,1900,bin_19_fraud_forgery,FOOD STAMPS UNAUTH POSS >=$200,33.011(b),HRC,F3
25890015,1900,bin_19_fraud_forgery,FOOD STAMPS W/BLANK AUTHORIZATION,33.011(c),HRC,F3
25890016,1900,bin_19_fraud_forgery,ENFORCE COMMITMENT TO TREATMENT FACILITY,462.008,HSC,M*
25890017,1900,bin_19_fraud_forgery,FUNDS NOT TO BE USED TO INCREASE SALARIES,51.006,EDC,M*
25890018,1900,bin_19_fraud_forgery,CONSPIRE TO COMMIT PERSON TO MENTAL HEALTH FAC,571.020(a),HSC,M*
25890019,1900,,,,,
25890020,1900,,,,,
25890021,1900,,,,,
25890022,1900,bin_19_fraud_forgery,PLACE SERIAL NUMBER W/INT TO CHANGE IDENTITY,501.151(c),TRC,F3
25890023,1900,bin_19_fraud_forgery,FORGERY - DEFRAUD/HARM OF ANOTHER ELDERLY IAT,32.21(e-2),PC,FS
25990008,1900,bin_19_fraud_forgery,DEL W/INT SELL OF COUNTERFEIT INSTRUMENT,521.456,TRC,MA
25990009,1900,bin_19_fraud_forgery,FORGERY COUNTERFEITING ALCOHOL BEVERAGE STAMP,206.06,ABC,F*
25990013,1900,bin_19_fraud_forgery,MAN/PRODUCE FORGED/COUNTERFEIT INST,521.4565(c),TRC,FS
25990014,1900,bin_19_fraud_forgery,MAN/PRODUCE FORGED/COUNTERFEIT INST BY PUB SER,521.4565(c),TRC,F3
25990015,1900,bin_19_fraud_forgery,AIRBAGS: MAKE/SELL COUNTERFEIT INTENT ALTERS,547.614(b),TRC,FS
25990016,1900,bin_19_fraud_forgery,AIRBAGS: MAKE/SELL CNTERFEIT INT ALT PREV CONV,547.614(c),TRC,F3
25990017,1900,bin_19_fraud_forgery,AIRBAGS: MAKE/SELL CNTERFEIT INT ALT RESULT BI,547.614(d),TRC,F2
25990018,1900,bin_19_fraud_forgery,AIRBAGS:MAKE/SELL CNTERFEIT INT ALT RSLT DEATH,547.614(e),TRC,F1
25990019,1900,bin_19_fraud_forgery,MAKE/POSS COUNTERFEIT VEH INSP REPORT/INS DOC,548.603(d),TRC,F3
25990020,1900,bin_19_fraud_forgery,MAKE/POSS CFT INSP RPT/INS DOC INTD HRM/DFRAUD,548.603(d),TRC,F2
25990021,1900,bin_19_fraud_forgery,TRADEMARK COUNTERFEITING >=$100<$750,32.23(e)(2),PC,MB
25990022,1900,bin_19_fraud_forgery,"TRADEMARK COUNTERFEITING >=$750<$2,500",32.23(e)(3),PC,MA
25990023,1900,bin_19_fraud_forgery,"TRADEMARK COUNTERFEITING >=$2,500<$30K",32.23(e)(4),PC,FS
25990024,1900,bin_19_fraud_forgery,TRADEMARK COUNTERFEITING >=$30K<$150K,32.23(e)(5),PC,F3
25990025,1900,bin_19_fraud_forgery,TRADEMARK COUNTERFEITING >=$150K<$300K,32.23(e)(6),PC,F2
25990026,1900,bin_19_fraud_forgery,TRADEMARK COUNTERFEITING >=$300K,32.23(e)(7),PC,F1
25999999,1900,bin_19_fraud_forgery,FORGERY CLASS C,CLASS C,X,MC
26000133,1900,,,,,
26020002,1900,bin_19_fraud_forgery,RIGGING PUBLIC EXHIBITED CONTEST,32.44(a),PC,MA
26020010,1900,bin_19_fraud_forgery,FAIL TO REMIT PROCEEDS OF LIVESTOCK SALE,147.063,AGC,M*
26020013,1900,bin_19_fraud_forgery,TIMBER TRUSTEE DEFRAUD >=$500<$20K IAT,151.105(d)(1),NRC,FS
26020014,1900,bin_19_fraud_forgery,TIMBER TRUSTEE DEFRAUD >=$20K<$100K IAT,151.105(d)(2),NRC,F3
26020015,1900,bin_19_fraud_forgery,TIMBER TRUSTEE DEFRAUD >=$100K<$200K IAT,151.105(d)(3),NRC,F2
26020016,1900,bin_19_fraud_forgery,TIMBER TRUSTEE DEFRAUD >=$200K IAT,151.105(d)(4),NRC,F1
26040001,700,bin_07_coercion_politics,UNL ACT AS VOTER AGENT,13.005,EC,MB
26040002,700,bin_07_coercion_politics,PURPORTS TO ACT AS VOTER AGENT,13.006,EC,F3
26040004,700,bin_07_coercion_politics,MISREPRESENT IDENTITY/CANDIDATE,255.005(a),EC,MA
26040008,1800,bin_18_unlawful_representation_use,REDUCED RATE FOR OFFICERS,4015d,VCS,M*
26040022,1800,bin_18_unlawful_representation_use,PRACTICE AS EMERGENCY MEDICAL TECHNICIAN,773.064(a),HSC,MA
26040026,1800,bin_18_unlawful_representation_use,FALSE HOLD ONESELF OUT AS A LAWYER,38.122,PC,F3
26040027,1800,bin_18_unlawful_representation_use,UNAUTH PRACTICE OF LAW,38.123,PC,MA
26040028,1800,bin_18_unlawful_representation_use,UNAUTH PRACTICE OF LAW W/PREV CONVIC,38.123,PC,F3
26040031,1800,bin_18_unlawful_representation_use,FRAUDULENT/FICTITIOUS MILITARY RECORD,32.54(c),PC,MB
26040032,1800,bin_18_unlawful_representation_use,FALSE ID AS POLICE OFFICER,37.12(e),PC,MB
26040034,1800,bin_18_unlawful_representation_use,IMPERSONATE PUBLIC SERVANT,37.11,PC,F3
26040037,1800,bin_18_unlawful_representation_use,ABANDON OF ASSUMED BUSINESS/PROFESSIONAL NAME,36.14,BCC,MA
26040038,1800,,,,,
26040039,1900,bin_19_fraud_forgery,FRAUD PLACEMENT OF FACSIMILE SIGNATURE/SEAL,618.009,GC,F*
26040040,1900,bin_19_fraud_forgery,POLYGRAPH EXAMINERS REGULATIONS,1703.402,OC,M*
26040041,1800,bin_18_unlawful_representation_use,IMPERSONATE SECURITY OFFICER,1702.3875,OC,MA
26040042,1900,bin_19_fraud_forgery,FRAUD USE/POSS IDENTIFYING INFO # ITEMS < 5,32.51(c)(1),PC,FS
26040043,1900,bin_19_fraud_forgery,FRAUD USE/POSS IDENTIFYING INFO # ITEMS 5<10,32.51(c)(2),PC,F3
26040044,1900,bin_19_fraud_forgery,FRAUD USE/POSS IDENTIFYING INFO # ITEMS 10<50,32.51(c)(3),PC,F2
26040045,1900,bin_19_fraud_forgery,FRAUD USE/POSS IDENT INFO # ITEMS 50 OR MORE,32.51(c)(4),PC,F1
26040046,1900,bin_19_fraud_forgery,FRAUD USE/POSS IDENT INFO # ITEMS <5 ELDERLY,32.51(c-1),PC,F3
26040047,1900,bin_19_fraud_forgery,FRAUD USE/POSS IDENT INFO # ITEMS 5<10 ELDERLY,32.51(c-1),PC,F2
26040048,1900,bin_19_fraud_forgery,FRAUD USE/POSS IDENT INFO # ITEMS 10<50 ELDER,32.51(c-1),PC,F1
26050000,1900,,,,,
26050001,1900,,,,,
26050009,1900,,,,,
26050013,1900,bin_19_fraud_forgery,REQUEST CREDIT CARD/CHECK ACCT NUM FREE ITEM,38.253,BCC,MA
26050014,1900,bin_19_fraud_forgery,CREDIT CARD OR DEBIT CARD ABUSE,32.31,PC,FS
26050015,1900,bin_19_fraud_forgery,CREDIT CARD OR DEBIT CARD ABUSE ELDERLY,32.31(d),PC,F3
26050016,1900,bin_19_fraud_forgery,CREDIT CARD TRANS LAUNDERING >=$100<$750,32.35(e)(2),PC,MB
26050017,1900,bin_19_fraud_forgery,"CREDIT CARD TRANS LAUNDERING >=$750<$2,500",32.35(e)(3),PC,MA
26050018,1900,bin_19_fraud_forgery,"CREDIT CARD TRANS LAUNDERING >=$2,500<$30K",32.35(e)(4),PC,FS
26050019,1900,bin_19_fraud_forgery,CREDIT CARD TRANS LAUNDERING >=$30K<$150K,32.35(e)(5),PC,F3
26050020,1900,bin_19_fraud_forgery,CREDIT CARD TRANS LAUNDERING >=$150K<$300K,32.35(e)(6),PC,F2
26050021,1900,bin_19_fraud_forgery,CREDIT CARD TRANS LAUNDERING >=$300K,32.35(e)(7),PC,F1
26050022,1900,bin_19_fraud_forgery,FRAUD POSS/USE CREDIT OR DEBIT CARD <5,32.315(e)(1),PC,FS
26050023,1900,bin_19_fraud_forgery,FRAUD POSS/USE CREDIT OR DEBIT CARD =>5<10,32.315(e)(2),PC,F3
26050024,1900,bin_19_fraud_forgery,FRAUD POSS/USE CREDIT OR DEBIT CARD =>10<50,32.315(e)(3),PC,F2
26050025,1900,bin_19_fraud_forgery,FRAUD POSS/USE CREDIT OR DEBIT CARD =>50,32.315(e)(4),PC,F1
26070001,1900,bin_19_fraud_forgery,FALSE STATEMENT ON ALCOHOL BEVERAGE LICENSE,101.69,ABC,F*
26070002,1900,bin_19_fraud_forgery,FALSE CLAIM OF PRODUCE RECOVERY FUND,103.014,AGC,MB
26070005,1900,bin_19_fraud_forgery,FALSE STATEMENT CERTIFICATION MINES/MINING,131.269,NRC,M*
26070006,1900,bin_19_fraud_forgery,FILE FALSE CORP DOCUMENT W/SECRETARY OF STATE,1396-9.03A,VCS,MA
26070008,1900,bin_19_fraud_forgery,ISSUE OF FAL CERT OF WEIGHT/MEASUREMENT,13.259,AGC,MB
26070009,1900,bin_19_fraud_forgery,FALSE STATEMENT TO COMMISSION OF HEALTH,143.015(4),HSC,M*
26070023,1900,bin_19_fraud_forgery,FRAUD FISHING TOURNAMENT PRIZE >=$10K,66.023(d),PWC,F3
26070027,1900,bin_19_fraud_forgery,FALSE RECORD FOR/ON BIRTH/DEATH CERTIFICATE,195.003,HSC,F3
26070052,1900,bin_19_fraud_forgery,FALSE CLAIM AGAINST STATE COMPTROLLER,403.071,GC,F*
26070055,1900,bin_19_fraud_forgery,FALSE/FAIL TO GIVE MEAT/POULTRY REPORT,433.091,HSC,F*
26070057,1900,bin_19_fraud_forgery,FALSE MAKING INCORRECT RECORD BIRTH/DEATH,4477b,VCS,F*
26070069,1900,bin_19_fraud_forgery,FALSE STATEMENT ON LOTTERY,466.312(a),GC,MA
26070074,1900,bin_19_fraud_forgery,AFFIDAVIT REQUIRED/LABOR/CONSTRUCTION MATTER,53.085,PRC,MA
26070075,1900,bin_19_fraud_forgery,FALSE STATEMENT SECURITIES <$10K,581-29(C)(3),VCS,F*
26070076,1900,bin_19_fraud_forgery,FALSE STATEMENT SECURITIES >=$10K<$100K,581-29(C)(3),VCS,F*
26070077,1900,bin_19_fraud_forgery,FALSE STATEMENT SECURITIES >=$100K,581-29(C)(3),VCS,F*
26070080,1900,bin_19_fraud_forgery,FALSE STATEMENT RETAIL DEALERS LICENSE,61.71(a)(4),ABC,F*
26070081,1900,bin_19_fraud_forgery,FALSE STATEMENT RETAIL DISTRIBUTOR LICENSE,61.74(a)(11),ABC,F*
26070082,1900,bin_19_fraud_forgery,FALSE STATEMENT MANUFACTURE LICENSE,61.75,ABC,F*
26070083,1900,bin_19_fraud_forgery,FALSE STATEMENT TO SECURE BOND REGISTRATRION,6559i-7,VCS,F*
26070086,1900,bin_19_fraud_forgery,FALSE/DECEP STATEMENT CONCERN EMS STAFF/EQUIP,773.064(b),HSC,MA
26070087,1900,bin_19_fraud_forgery,CONVERSION FO ERS FUNDS CONFISCATE/FALSE STMNT,811.101(a-b),GC,F*
26070088,1900,bin_19_fraud_forgery,FALSE/CONVERT RECORDS TEACHER RETIRE SYSTEM,821.101(a-b),GC,F*
26070090,1900,bin_19_fraud_forgery,FALSE STATEMENT TO TX CO AND DIST RETIRE SYST,841.101,GC,M*
26070092,1900,bin_19_fraud_forgery,PROCURING TENDER/PERMIT FOR OIL/GAS,85.387(1),NRC,F*
26070093,1900,bin_19_fraud_forgery,FALSE APPLICATION REPORT/DOCUMENT,91.143,NRC,F*
26070098,1900,bin_19_fraud_forgery,FALSE STATEMENT VOTER REGISTRATION APPLICATION,13.007,EC,MB
26070108,1900,bin_19_fraud_forgery,FALSE STATEMENT W/OPERATING REGISTRY ADOPTION,162.421(g),FC,F3
26070109,1900,bin_19_fraud_forgery,TEXAS ENGINEERING PRACTICE ACT,3271a,VCS,MA
26070110,1900,bin_19_fraud_forgery,FALSE STATEMENT TO OBTAIN MOTOR VEH RECORDS,731.006,TRC,MA
26070116,1900,bin_19_fraud_forgery,FALSE STATEMENT DOC/DISTR CREDIT UNION RECORDS,122.254(1),FNC,F3
26070118,1900,bin_19_fraud_forgery,FAIL TO REPORT CURRENCY/FOREIGN TRANS,271.004,FNC,MA
26070119,1900,bin_19_fraud_forgery,SUPPRESS PHYS EVID CURRENCY/FOREIGN TRANS,271.005,FNC,MA
26070126,1900,bin_19_fraud_forgery,FALSIFICATION FINGERPRINTS PHOTOS,1702.384,OC,F3
26070127,1900,bin_19_fraud_forgery,UNAUTH EMP OF PRIVATE INV/SECURITY AGENCY,1702.386,OC,MA
26070129,1900,bin_19_fraud_forgery,BINGO REGULATIONS AWARD FRAUD PRIZES,2001.552,OC,F3
26070130,1900,bin_19_fraud_forgery,BINGO REGULATIONS FALSE STATEMENT ENH,"2001.554(a)(2,3,5)",OC,MB
26070131,1900,bin_19_fraud_forgery,FALSE APPLICATION ON DRIVERS LICENSE,521.454,TRC,MA
26070133,1900,bin_19_fraud_forgery,GRAIN WAREHOUSE FRAUD,14.073,AGC,F2
26070134,1900,bin_19_fraud_forgery,FRAUD ISSUING A SCALE WEIGHT TICKET,14.075,AGC,F2
26070135,1900,bin_19_fraud_forgery,CHANGE RECEIPT OR SCALE WGT TICKET,14.076,AGC,F2
26070136,1900,bin_19_fraud_forgery,SIGN FAL STATEMENT/CERTIFICATE,152.101,TC,F3
26070139,1900,,,,,
26070140,1900,,,,,
26070142,1900,,,,,
26070147,1900,bin_19_fraud_forgery,PRACTICE ADVERTISE LEGAL SERVICE W/O LICENSE,12.001(b),HRC,MA
26070148,1900,bin_19_fraud_forgery,EMPLOY PERMIT REQUIRED INDUSTRIAL HOMEWORK,143.002,HSC,M*
26070149,1900,bin_19_fraud_forgery,VETERANS LAND BOARD FAL STATEMENT,161.401,NRC,F*
26070150,1900,bin_19_fraud_forgery,PURCHASE SALE RESALE VETERANS LAND,161.402,NRC,F*
26070151,1900,bin_19_fraud_forgery,DEFRAUDING VETERAN AND STATE,161.403,NRC,F*
26070154,1900,bin_19_fraud_forgery,SELL UNREGISTERED TIMESHARE PROPERTY,221.073,PRC,MA
26070155,1900,bin_19_fraud_forgery,BAD FAITH MALICIOUS/RECKLES HEALTH FACILITY,242.132,HSC,MA
26070156,1900,bin_19_fraud_forgery,ILLEGAL USE OF CREDIT UNION LABEL,2461-2.07,VCS,MA
26070157,1900,bin_19_fraud_forgery,SUPPORT SERVICES FOR DISABLED PERSONS VIOL,35.012(b),HRC,F3
26070167,1900,bin_19_fraud_forgery,USE ANOTHERS PASS FOR TRANSPORTATION,4006b,VCS,M*
26070168,1900,bin_19_fraud_forgery,UNAUTH USE DPS NAME/INSIGNIA/DIVISION NAME,411.017(a),GC,MA
26070169,1900,bin_19_fraud_forgery,UNAUTH USE DPS NAME/INSIGNIA/DIV NAME BY MAIL,411.017(e),GC,F3
26070170,1900,bin_19_fraud_forgery,SELL MISLABELED ARTICLES,433.042,HSC,M*
26070171,1900,bin_19_fraud_forgery,PRESENTING LAND SURVEY LICENSE OF ANOTHER,5282c(23)(3c)(2),VCS,MB
26070172,1900,bin_19_fraud_forgery,RAILROAD STATION BEAR NAME OF POST OFFICE,6559h-1,VCS,M*
26070175,1900,bin_19_fraud_forgery,SELL ADVERTISE UNDER PERPETUAL CARE,712.048(a),HSC,MA
26070177,1900,bin_19_fraud_forgery,CITIZENSHIP OF PERMITTEE/SUBTERFUGE,109.53,ABC,M*
26070178,1900,bin_19_fraud_forgery,FAIL TO MAINTAIN CONSTRUCTION ACCOUNT,162.032,PRC,MA
26070179,1900,bin_19_fraud_forgery,PENSION PAYMENT/AFFIDAVIT/WARRANT,6215,VCS,F*
26070180,1900,bin_19_fraud_forgery,INVESTMENT ADVISOR OR REPRESENTATIVE W/O REG,581-29(I),VCS,F*
26070181,1900,bin_19_fraud_forgery,FINAL BILLS PAID AFFIDAVIT REQUIRED,53.259,PRC,M*
26070192,1900,bin_19_fraud_forgery,CONVERSION OF ERS FUNDS SALARY/SUBTITLE VIOL,811.101(c-d),GC,M*
26070193,1900,bin_19_fraud_forgery,CONVERSION OF TEACHER FUNDS SALARY/SUB VIOL,821.101(c-d),GC,M*
